City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
292,Nakonde,-9.3421,32.745,71.04,55,97,9.26,ZM,2022-12-08 15:43:18
293,Irituia,-1.7711,-47.4381,95.83,38,99,3.71,BR,2022-12-08 15:43:19
294,Roald,62.5833,6.1333,33.33,93,40,8.05,NO,2022-12-08 15:43:19
295,Bolkhov,53.4433,36.0044,26.51,96,100,9.73,RU,2022-12-08 15:43:20
296,Yuzhno-Kurilsk,44.0306,145.8556,31.5,54,75,17.31,RU,2022-12-08 15:43:20
297,Severobaykalsk,55.65,109.3167,6.04,73,99,8.88,RU,2022-12-08 15:43:20
298,Fereydun Kenar,36.6864,52.5225,53.64,79,100,4.76,IR,2022-12-08 15:43:21
299,Lebu,-37.6167,-73.65,63.93,82,91,9.62,CL,2022-12-08 15:43:21
300,Thayetmyo,19.3167,95.1833,74.79,71,19,1.07,MM,2022-12-08 15:43:22
301,Bolobo,-2.1667,16.2333,77.29,71,51,5.44,CD,2022-12-08 15:43:22
302,Souillac,-20.5167,57.5167,79.18,73,75,11.5,MU,2022-12-08 15:43:23
303,Muroto,33.2833,134.15,56.82,58,95,4.38,JP,2022-12-08 15:43:23
304,Komsomolskiy,40.4272,71.7189,34.52,86,100,4.61,UZ,2022-12-08 15:43:23
305,Hovd,48.0056,91.6419,-0.8,73,11,5.59,MN,2022-12-08 15:43:24
306,Elbistan,38.2059,37.1983,45.59,74,100,2.84,TR,2022-12-08 15:43:24
307,Nabire,-3.3667,135.4833,76.23,87,78,3.06,ID,2022-12-08 15:43:25
308,Warri,5.5167,5.75,89.73,47,77,6.29,NG,2022-12-08 15:43:25
309,Richards Bay,-28.783,32.0377,77.38,84,91,9.98,ZA,2022-12-08 15:43:26
310,Swan Hill,-35.3378,143.5544,49.21,60,25,8.32,AU,2022-12-08 15:43:26
311,Alyangula,-13.8483,136.4192,84.02,67,80,10.89,AU,2022-12-08 15:43:26
312,Kununurra,-15.7667,128.7333,82.38,74,0,0.0,AU,2022-12-08 15:43:27
313,Nouadhibou,20.931,-17.0347,67.48,80,62,12.5,MR,2022-12-08 15:43:27
314,Christchurch,-43.5333,172.6333,58.91,86,94,9.22,NZ,2022-12-08 15:41:12
315,Lorengau,-2.0226,147.2712,81.0,78,100,6.44,PG,2022-12-08 15:43:28
316,Bakel,14.905,-12.4568,101.53,11,0,10.38,SN,2022-12-08 15:43:28
317,Naples,40.8333,14.25,61.75,83,40,5.75,IT,2022-12-08 15:41:36
318,San Lawrenz,36.0553,14.204,65.86,76,79,8.97,MT,2022-12-08 15:43:29
319,Gorontalo,0.5412,123.0595,74.79,91,98,2.06,ID,2022-12-08 15:43:34
320,Ejea De Los Caballeros,42.1263,-1.1372,50.22,95,100,13.47,ES,2022-12-08 15:43:35
321,Harsud,22.1,76.7333,62.35,40,58,6.78,IN,2022-12-08 15:43:35
322,Sao Felix Do Xingu,-6.6447,-51.995,93.63,39,56,0.6,BR,2022-12-08 15:41:19
323,Hamilton,39.1834,-84.5333,46.24,90,100,12.66,US,2022-12-08 15:42:45
324,Catamarca,-28.4696,-65.7852,105.06,24,95,1.99,AR,2022-12-08 15:43:36
325,Vestmannaeyjar,63.4427,-20.2734,29.39,59,0,25.32,IS,2022-12-08 15:43:36
326,Kajaani,64.2273,27.7285,21.25,86,75,10.36,FI,2022-12-08 15:39:30
327,Tornio,65.8481,24.1466,24.82,91,100,12.26,FI,2022-12-08 15:43:37
328,Bintulu,3.1667,113.0333,77.41,94,20,2.3,MY,2022-12-08 15:43:37
329,Akureyri,65.6835,-18.0878,28.33,69,100,17.27,IS,2022-12-08 15:43:37
330,Cockburn Town,21.4612,-71.1419,76.15,72,19,11.12,TC,2022-12-08 15:43:38
331,Aykhal,66.0,111.5,-26.46,100,71,4.88,RU,2022-12-08 15:43:38
332,Khor,47.8861,134.9464,1.31,97,30,5.06,RU,2022-12-08 15:43:39
333,Caluquembe,-13.7833,14.6833,61.65,88,100,3.6,AO,2022-12-08 15:43:39
334,Magan,39.9683,-3.931,58.51,77,100,15.93,ES,2022-12-08 15:43:39
335,Bethel,41.3712,-73.414,51.55,66,75,6.91,US,2022-12-08 15:43:40
336,Salvador,13.8333,-88.9167,77.05,59,4,4.47,SV,2022-12-08 15:43:40
337,Naze,28.3667,129.4833,65.32,73,100,14.97,JP,2022-12-08 15:43:41
338,Tongren,27.7172,109.1853,43.65,86,13,1.83,CN,2022-12-08 15:43:41
339,Tuyen Quang,21.8233,105.2181,60.76,85,100,1.25,VN,2022-12-08 15:43:42
340,Berbera,10.4396,45.0143,78.57,67,100,7.56,SO,2022-12-08 15:43:42
341,Bereznik,62.8551,42.7072,12.83,88,40,7.27,RU,2022-12-08 15:43:42
342,Brigantine,39.4101,-74.3646,55.2,68,0,16.11,US,2022-12-08 15:43:43
343,Half Moon Bay,37.4636,-122.4286,48.9,92,0,3.44,US,2022-12-08 15:43:43
344,Wladyslawowo,54.7909,18.4009,33.55,95,100,4.05,PL,2022-12-08 15:43:44
345,Asau,46.4333,26.4,33.28,85,99,1.23,RO,2022-12-08 15:43:44
346,Sindor,62.8629,51.8905,11.62,89,62,7.02,RU,2022-12-08 15:43:44
347,Sabang,5.8933,95.3214,77.13,84,100,11.65,ID,2022-12-08 15:43:45
348,Road Town,18.4167,-64.6167,82.49,61,20,10.36,VG,2022-12-08 15:42:38
349,Quatre Cocos,-20.2078,57.7625,78.91,80,64,17.83,MU,2022-12-08 15:43:45
350,Buala,-8.145,159.5921,79.3,84,100,3.85,SB,2022-12-08 15:43:46
351,Warrnambool,-38.3833,142.4833,52.56,61,70,10.38,AU,2022-12-08 15:43:46
352,Waipawa,-41.4122,175.5153,54.1,74,73,8.37,NZ,2022-12-08 15:43:47
353,Simbahan,6.3032,120.5836,82.33,74,99,8.12,PH,2022-12-08 15:43:47
354,Nakatsu,33.5981,131.1883,46.29,70,43,2.86,JP,2022-12-08 15:43:47
355,Mehamn,71.0357,27.8492,31.95,69,100,21.85,NO,2022-12-08 15:43:48
356,Sibolga,1.7427,98.7792,75.36,91,100,1.95,ID,2022-12-08 15:43:48
357,Mongomo,1.6274,11.3135,77.07,70,100,2.35,GQ,2022-12-08 15:43:49
358,Pabrade,55.0,25.7833,30.25,86,98,7.02,LT,2022-12-08 15:43:49
359,Guerrero Negro,27.9769,-114.0611,63.14,61,17,9.42,MX,2022-12-08 15:43:49
360,Katsuura,35.1333,140.3,53.22,59,100,7.56,JP,2022-12-08 15:43:50
361,Nemuro,43.3236,145.575,30.78,51,26,19.8,JP,2022-12-08 15:43:50
362,Southbridge,42.0751,-72.0334,50.52,76,6,5.01,US,2022-12-08 15:43:51
363,Tawau,4.2498,117.8871,77.13,94,70,4.03,MY,2022-12-08 15:43:51
364,Marrakesh,31.6315,-8.0083,62.67,77,75,11.5,MA,2022-12-08 15:40:26
365,Mpika,-11.8343,31.4529,72.41,57,93,2.42,ZM,2022-12-08 15:43:52
366,Balkhash,46.844,74.9804,7.83,97,100,4.54,KZ,2022-12-08 15:43:52
367,Flower Mound,33.0146,-97.097,66.13,90,75,0.0,US,2022-12-08 15:42:54
368,Namanga,-2.5433,36.7905,70.63,59,100,5.55,KE,2022-12-08 15:43:57
369,Alta Floresta,-9.8756,-56.0861,91.24,49,60,3.13,BR,2022-12-08 15:43:58
370,Provideniya,64.3833,-173.3,11.1,85,79,5.48,RU,2022-12-08 15:43:58
371,Iranshahr,27.2025,60.6848,71.94,37,0,6.91,IR,2022-12-08 15:43:59
372,Wankaner,22.6167,70.9333,74.01,23,0,8.75,IN,2022-12-08 15:43:59
373,Umm Kaddadah,13.6017,26.6876,71.51,16,1,12.3,SD,2022-12-08 15:44:00
374,Hollins,37.3413,-79.9431,61.0,91,75,5.99,US,2022-12-08 15:44:00
375,Oranjemund,-28.55,16.4333,66.81,78,3,9.46,NA,2022-12-08 15:44:00
376,Soc Trang,9.6033,105.98,77.65,90,100,9.66,VN,2022-12-08 15:44:01
377,Port Hardy,50.6996,-127.4199,35.78,100,100,5.75,CA,2022-12-08 15:44:01
378,Merrill,45.1805,-89.6835,21.58,85,100,0.0,US,2022-12-08 15:44:02
379,San Patricio,28.017,-97.5169,76.06,76,87,12.44,US,2022-12-08 15:44:02
380,Hualmay,-11.0964,-77.6139,70.63,72,91,8.08,PE,2022-12-08 15:44:03
381,Lisakovsk,52.5369,62.4936,-3.57,93,17,5.97,KZ,2022-12-08 15:44:03
382,Shelburne,44.0787,-80.2041,32.79,92,98,8.57,CA,2022-12-08 15:44:03
383,Nouakchott,18.0858,-15.9785,82.33,55,18,14.79,MR,2022-12-08 15:44:04
384,Broome,42.2506,-75.833,43.47,82,100,8.05,US,2022-12-08 15:44:04
385,Gornopravdinsk,60.05,69.9,11.88,95,100,7.96,RU,2022-12-08 15:44:05
386,Klerksdorp,-26.8521,26.6667,71.35,57,99,8.59,ZA,2022-12-08 15:44:05
387,Sungaipenuh,-2.0833,101.3833,63.59,99,100,1.01,ID,2022-12-08 15:44:06
388,Nieves,15.3274,120.9485,81.91,87,95,1.16,PH,2022-12-08 15:44:06
389,Mareeba,-17.0,145.4333,70.45,89,6,0.11,AU,2022-12-08 15:44:07
390,Simoes,-7.5989,-40.8178,94.98,22,78,7.0,BR,2022-12-08 15:44:07
391,Taoudenni,22.6783,-3.9836,94.89,10,33,8.77,ML,2022-12-08 15:44:07
392,Peno,56.9262,32.7426,28.11,90,99,12.35,RU,2022-12-08 15:44:08
393,Laguna,38.421,-121.4238,46.65,93,0,3.44,US,2022-12-08 15:44:08
394,Fairbanks,64.8378,-147.7164,20.08,90,100,5.75,US,2022-12-08 15:44:09
395,Kruisfontein,-34.0033,24.7314,76.89,79,52,21.12,ZA,2022-12-08 15:44:09
396,Zeulenroda,50.65,11.9833,35.82,91,88,9.66,DE,2022-12-08 15:44:10
397,Riyadh,24.6877,46.7219,71.74,51,38,7.45,SA,2022-12-08 15:41:33
398,Tevaitoa,-16.7833,-151.5,79.84,79,66,14.83,PF,2022-12-08 15:44:10
399,Moron,-34.6534,-58.6198,96.96,39,0,4.7,AR,2022-12-08 15:44:11
400,Lubao,14.9167,120.55,82.11,83,100,2.26,PH,2022-12-08 15:44:11
401,Ust-Nera,64.5667,143.2,-26.05,98,100,1.41,RU,2022-12-08 15:44:12
402,Qasigiannguit,68.8193,-51.1922,35.85,69,100,7.29,GL,2022-12-08 15:44:12
403,Nishihara,26.1842,127.7558,71.26,73,100,18.41,JP,2022-12-08 15:44:13
404,Saskylakh,71.9167,114.0833,-9.17,97,100,14.83,RU,2022-12-08 15:44:13
405,Korem,12.5058,39.5228,53.98,55,7,5.19,ET,2022-12-08 15:44:13
406,Labuhan,-6.8844,112.2051,81.66,72,97,0.92,ID,2022-12-08 15:44:14
407,Acapulco,16.8634,-99.8901,76.82,73,0,4.61,MX,2022-12-08 15:42:26
408,Santa Cruz,-17.8,-63.1667,89.65,55,75,19.57,BO,2022-12-08 15:40:56
409,Almere,52.3703,5.2141,38.07,94,71,6.64,NL,2022-12-08 15:44:15
410,Gavle,60.6745,17.1417,22.33,94,100,3.0,SE,2022-12-08 15:44:15
411,Sompeta,18.9333,84.6,71.8,45,94,7.96,IN,2022-12-08 15:44:16
412,Keuruu,62.2667,24.7,24.98,93,100,8.9,FI,2022-12-08 15:44:16
413,Vardo,70.3705,31.1107,31.98,69,75,31.07,NO,2022-12-08 15:44:17
414,Knyaginino,55.8228,45.0349,13.08,86,87,15.86,RU,2022-12-08 15:44:18
415,Coquimbo,-29.9533,-71.3436,64.13,77,75,10.36,CL,2022-12-08 15:44:23
416,Ninh Binh,20.2539,105.975,61.59,85,100,7.72,VN,2022-12-08 15:44:23
417,Sala Consilina,40.3912,15.5989,49.87,92,100,4.29,IT,2022-12-08 15:44:24
418,Doha,25.2867,51.5333,77.31,69,0,13.8,QA,2022-12-08 15:42:40
419,Fuxin,42.0156,121.6589,24.96,39,0,5.3,CN,2022-12-08 15:44:24
420,Vila Velha,-20.3297,-40.2925,80.94,78,20,12.66,BR,2022-12-08 15:44:25
421,Bilibino,68.0546,166.4372,-18.29,87,100,3.18,RU,2022-12-08 15:44:25
422,Guaramirim,-26.4731,-49.0028,90.93,44,1,3.76,BR,2022-12-08 15:44:26
423,Santa Lucia,27.9117,-15.5407,67.32,73,20,6.91,ES,2022-12-08 15:40:06
424,Buraydah,26.326,43.975,61.25,69,21,10.38,SA,2022-12-08 15:44:26
425,Yabrud,33.9674,36.6574,46.54,74,69,1.74,SY,2022-12-08 15:44:27
426,Yulara,-25.2406,130.9889,84.24,21,69,12.8,AU,2022-12-08 15:44:27
427,Fortuna,40.5982,-124.1573,52.14,70,100,23.02,US,2022-12-08 15:44:27
428,Plouzane,48.3833,-4.6167,43.12,65,20,8.05,FR,2022-12-08 15:44:28
429,Keene,42.9337,-72.2781,48.38,73,75,12.66,US,2022-12-08 15:40:12
430,Port Lincoln,-34.7333,135.8667,58.39,70,100,19.6,AU,2022-12-08 15:44:28
431,Urussu,54.5981,53.4631,-3.95,97,39,4.85,RU,2022-12-08 15:44:29
432,Tura,25.5198,90.2201,61.77,88,85,3.47,IN,2022-12-08 15:44:29
433,Storm Lake,42.6411,-95.2097,20.44,100,75,10.36,US,2022-12-08 15:44:30
434,Wajir,1.7471,40.0573,85.87,51,100,4.05,KE,2022-12-08 15:44:30
435,Saldanha,-33.0117,17.9442,82.45,66,21,14.25,ZA,2022-12-08 15:44:30
436,Kearney,40.6995,-99.0815,21.76,93,100,8.05,US,2022-12-08 15:41:34
437,Tarashcha,49.5583,30.4926,26.42,96,19,4.12,UA,2022-12-08 15:44:31
438,Port Blair,11.6667,92.75,80.64,83,75,2.3,IN,2022-12-08 15:43:46
439,Ndele,8.4109,20.6473,85.6,18,100,5.68,CF,2022-12-08 15:44:32
440,Hisar,29.1667,75.7167,64.76,27,0,2.71,IN,2022-12-08 15:44:32
441,Alpena,45.0617,-83.4327,26.11,83,100,7.0,US,2022-12-08 15:41:16
442,Sioux Lookout,50.1001,-91.917,1.47,85,40,5.75,CA,2022-12-08 15:44:33
443,Dunkirk,51.05,2.3667,41.0,81,100,10.45,FR,2022-12-08 15:44:33
444,Montego Bay,18.4712,-77.9188,82.78,65,20,8.05,JM,2022-12-08 15:43:59
445,Zabaykalsk,49.6333,117.3167,2.1,91,95,10.85,RU,2022-12-08 15:44:34
446,Westport,41.1415,-73.3579,52.29,64,0,19.57,US,2022-12-08 15:44:34
447,Beira,-19.8436,34.8389,84.29,70,40,14.0,MZ,2022-12-08 15:44:34
448,Lagoa,39.05,-27.9833,59.43,76,48,23.47,PT,2022-12-08 15:44:35
449,Alice Springs,-23.7,133.8833,74.75,19,4,5.75,AU,2022-12-08 15:44:35
450,Marawi,7.9986,124.2928,68.72,98,100,0.81,PH,2022-12-08 15:44:36
451,Nuuk,64.1835,-51.7216,38.01,52,75,19.57,GL,2022-12-08 15:44:36
452,Marolambo,-20.05,48.1167,69.6,80,18,1.74,MG,2022-12-08 15:44:37
453,Alexandria,31.2156,29.9553,68.04,51,37,5.55,EG,2022-12-08 15:44:03
454,Prescott,34.54,-112.4685,35.28,86,0,0.0,US,2022-12-08 15:44:37
455,Urdoma,61.7533,48.5442,12.0,82,26,8.19,RU,2022-12-08 15:44:37
456,Gua Musang,4.8823,101.9644,72.93,99,100,1.68,MY,2022-12-08 15:44:38
457,Yar-Sale,66.8333,70.8333,-10.5,95,100,18.21,RU,2022-12-08 15:44:38
458,Livingston,55.9029,-3.5226,37.27,79,20,3.44,GB,2022-12-08 15:44:39
459,Uwajima,33.2238,132.56,47.05,66,55,3.85,JP,2022-12-08 15:44:39
460,Tantoyuca,21.35,-98.2333,71.56,80,85,2.8,MX,2022-12-08 15:44:39
461,Puerto Gaitan,4.3133,-72.0816,84.06,50,79,10.83,CO,2022-12-08 15:44:45
462,Vallenar,-28.5708,-70.7581,82.62,37,6,8.77,CL,2022-12-08 15:44:45
463,Banjar,-8.19,114.9675,77.14,88,79,3.96,ID,2022-12-08 15:44:46
464,Zlitan,32.4674,14.5687,65.97,65,1,5.84,LY,2022-12-08 15:44:46
465,Rocha,-34.4833,-54.3333,100.49,19,26,8.55,UY,2022-12-08 15:44:46
466,Kortkeros,61.8106,51.5806,10.4,84,54,7.94,RU,2022-12-08 15:44:47
467,Kuri,37.5986,127.1394,30.09,80,0,3.44,KR,2022-12-08 15:44:47
468,Camocim,-2.9022,-40.8411,90.86,51,100,17.0,BR,2022-12-08 15:44:48
469,Zeya,53.75,127.2667,-9.15,97,99,0.63,RU,2022-12-08 15:44:48
470,Colesberg,-30.72,25.0972,81.01,28,100,9.19,ZA,2022-12-08 15:44:48
471,Irece,-11.3042,-41.8558,87.42,39,100,2.95,BR,2022-12-08 15:43:13
472,Petauke,-14.2426,31.3253,78.67,53,98,5.46,ZM,2022-12-08 15:44:49
473,Dauphin,51.1494,-100.0502,5.14,78,100,3.44,CA,2022-12-08 15:44:49
474,La Mana,-0.9333,-79.2167,78.89,69,91,1.99,EC,2022-12-08 15:44:50
475,Havelock,34.8791,-76.9013,67.98,89,100,11.5,US,2022-12-08 15:44:50
476,The Valley,18.217,-63.0578,84.06,61,20,10.36,AI,2022-12-08 15:42:30
477,Pingyi,35.5006,117.6308,39.43,68,32,2.64,CN,2022-12-08 15:44:51
478,Malatya,38.5,38.0,44.65,81,75,3.44,TR,2022-12-08 15:44:51
479,Diu,20.7141,70.9822,72.32,61,83,7.83,IN,2022-12-08 15:44:52
480,Alekseyevsk,57.8406,108.3492,6.96,94,100,11.54,RU,2022-12-08 15:44:52
481,Pitimbu,-7.4706,-34.8086,88.39,65,38,10.76,BR,2022-12-08 15:44:52
482,Birjand,32.8663,59.2211,41.47,87,40,6.91,IR,2022-12-08 15:44:53
483,Sheltozero,61.3667,35.3667,21.85,93,100,15.39,RU,2022-12-08 15:44:53
484,Namibe,-15.1961,12.1522,73.87,70,69,8.46,AO,2022-12-08 15:44:54
485,Camana,-16.6228,-72.7111,69.73,80,100,5.7,PE,2022-12-08 15:44:54
486,Fort-Shevchenko,44.5086,50.263,28.92,61,0,18.23,KZ,2022-12-08 15:44:54
487,Mildura,-34.2,142.15,53.08,62,89,10.71,AU,2022-12-08 15:44:55
488,Kutum,14.2,24.6667,69.13,16,4,9.8,SD,2022-12-08 15:44:55
489,Kuytun,54.3419,101.5036,10.53,88,100,9.8,RU,2022-12-08 15:44:56
490,Honiara,-9.4333,159.95,77.68,88,87,1.61,SB,2022-12-08 15:44:56
491,Abu Samrah,35.3029,37.1841,55.54,70,6,7.45,SY,2022-12-08 15:44:57
492,Menongue,-14.6585,17.691,83.73,29,89,6.89,AO,2022-12-08 15:44:57
493,Tekeli,44.83,78.8239,19.13,94,100,2.57,KZ,2022-12-08 15:44:57
494,Maldonado,-34.6667,-54.9167,87.19,22,23,15.97,UY,2022-12-08 15:44:58
495,Hargeysa,9.56,44.065,65.3,65,81,13.11,SO,2022-12-08 15:44:58
496,Jalu,29.0331,21.5482,72.14,23,35,9.4,LY,2022-12-08 15:44:59
497,Tabou,4.423,-7.3528,81.84,75,40,7.58,CI,2022-12-08 15:44:59
498,San Quintin,30.4833,-115.95,56.14,64,92,6.46,MX,2022-12-08 15:44:59
499,Severodvinsk,64.5635,39.8302,15.91,95,99,7.02,RU,2022-12-08 15:45:00
500,Inongo,-1.95,18.2667,71.73,88,99,4.45,CD,2022-12-08 15:45:00
501,Lahij,13.1667,44.5833,73.58,70,42,6.31,YE,2022-12-08 15:45:01
502,Biak,-0.9131,122.8766,76.24,71,54,3.06,ID,2022-12-08 15:45:01
503,Long,18.0761,99.8326,72.5,89,0,0.47,TH,2022-12-08 15:45:02
504,Zaruma,-3.6833,-79.6167,75.34,61,91,6.49,EC,2022-12-08 15:45:02
505,Ararangua,-28.9347,-49.4858,83.16,55,27,8.32,BR,2022-12-08 15:45:03
506,Graaff-Reinet,-32.2522,24.5308,88.92,45,100,26.8,ZA,2022-12-08 15:45:03
507,Coihaique,-45.5752,-72.0662,57.15,72,75,13.8,CL,2022-12-08 15:45:04
508,Arlit,18.7369,7.3853,86.97,9,0,13.0,NE,2022-12-08 15:45:05
509,Paamiut,61.994,-49.6678,26.4,73,97,8.99,GL,2022-12-08 15:45:05
510,Lerwick,60.1545,-1.1494,39.2,75,92,24.96,GB,2022-12-08 15:45:11
511,Washougal,45.5826,-122.3534,44.47,94,100,25.32,US,2022-12-08 15:45:11
512,Bengkulu,-3.8004,102.2655,76.08,88,100,9.64,ID,2022-12-08 15:45:12
513,Roma,43.2128,-75.4557,42.39,92,100,3.44,US,2022-12-08 15:45:12
514,Dothan,31.2232,-85.3905,64.6,67,0,5.66,US,2022-12-08 15:45:13
515,Ormstown,45.1334,-73.9992,39.25,70,84,8.28,CA,2022-12-08 15:45:13
516,Maceio,-9.6658,-35.7353,87.24,58,40,9.22,BR,2022-12-08 15:42:54
517,Flin Flon,54.7682,-101.865,-25.76,68,20,3.44,CA,2022-12-08 15:45:14
518,Siva,29.2041,25.5195,72.95,24,100,6.73,EG,2022-12-08 15:45:14
519,Ugoofaaru,5.6667,73.0,81.48,75,100,8.9,MV,2022-12-08 15:45:15
520,Haines Junction,60.7522,-137.5108,21.15,73,100,12.66,CA,2022-12-08 15:45:15
521,Puerto Escondido,15.85,-97.0667,83.16,45,0,0.94,MX,2022-12-08 15:44:23
522,Embu,-23.6489,-46.8522,82.2,54,0,4.85,BR,2022-12-08 15:43:19
523,Presidencia Roque Saenz Pena,-26.7852,-60.4388,108.9,23,65,6.69,AR,2022-12-08 15:45:16
524,Cedar City,37.6775,-113.0619,27.39,79,0,0.0,US,2022-12-08 15:45:17
525,Flinders,-34.5833,150.8552,52.88,68,23,10.25,AU,2022-12-08 15:45:17
526,Portland,45.5234,-122.6762,44.62,93,100,13.8,US,2022-12-08 15:42:00
527,Dong Hoi,17.4833,106.6,69.53,95,100,8.7,VN,2022-12-08 15:43:23
528,Artyom,40.4723,50.333,42.94,68,98,12.35,AZ,2022-12-08 15:45:18
529,Kieta,-6.2167,155.6333,78.67,85,100,4.23,PG,2022-12-08 15:45:18
530,Pangkalanbuun,-2.6833,111.6167,75.78,89,93,1.3,ID,2022-12-08 15:45:19
531,Tanete,-3.9443,119.7848,74.35,94,82,1.48,ID,2022-12-08 15:45:19
532,Tazovskiy,67.4667,78.7,-13.9,97,100,9.17,RU,2022-12-08 15:45:20
533,Chara,56.9064,118.2631,-5.51,76,89,3.47,RU,2022-12-08 15:45:21
534,Sao Domingos,-13.3983,-46.3183,84.06,57,89,5.7,BR,2022-12-08 15:45:22
535,Maragogi,-9.0122,-35.2225,83.71,61,74,9.69,BR,2022-12-08 15:45:22
536,Kargasok,59.0556,80.8572,8.37,88,100,14.34,RU,2022-12-08 15:45:22
537,Waddan,29.1614,16.139,71.65,20,0,8.77,LY,2022-12-08 15:45:23
538,Dakar,14.6937,-17.4441,90.48,69,0,19.57,SN,2022-12-08 15:45:23
539,Virginia Beach,36.8529,-75.978,59.05,87,75,11.5,US,2022-12-08 15:40:28
540,Iqaluit,63.7506,-68.5145,10.13,72,75,5.75,CA,2022-12-08 15:45:24
541,Grand Gaube,-20.0064,57.6608,79.2,71,4,5.99,MU,2022-12-08 15:45:24
542,Pandan,14.0453,124.1694,79.25,88,100,4.7,PH,2022-12-08 15:45:25
543,Atlantic City,39.3643,-74.4229,55.18,68,0,16.11,US,2022-12-08 15:40:51
544,Thiers,45.8333,3.5,37.72,66,73,2.26,FR,2022-12-08 15:45:25
545,Ucluelet,48.9329,-125.5528,41.31,92,93,1.99,CA,2022-12-08 15:42:19
546,Heihe,50.2441,127.4902,1.98,98,7,1.39,CN,2022-12-08 15:45:26
547,Moose Factory,51.2585,-80.6094,-11.22,84,75,6.91,CA,2022-12-08 15:45:26
548,Changji,44.0167,87.3167,7.59,92,75,2.24,CN,2022-12-08 15:45:27
549,Disna,55.568,28.1971,28.54,92,98,11.36,BY,2022-12-08 15:45:27
550,Svetlogorsk,52.6333,29.7333,27.34,96,89,7.07,BY,2022-12-08 15:45:28
551,Buritis,-15.6178,-46.4233,85.84,59,20,3.36,BR,2022-12-08 15:45:28
552,Oksfjord,70.2396,22.3479,35.78,92,81,7.31,NO,2022-12-08 15:45:29
553,North Bend,43.4065,-124.2243,47.25,96,100,12.66,US,2022-12-08 15:45:06
554,Cabedelo,-6.9811,-34.8339,88.47,64,66,12.26,BR,2022-12-08 15:45:29
555,Mnogovershinnyy,53.9353,139.9242,-8.45,85,37,5.79,RU,2022-12-08 15:45:29
556,Wanning,18.8003,110.3967,71.33,85,59,9.04,CN,2022-12-08 15:45:30
557,Chimbote,-9.0853,-78.5783,69.69,72,100,8.25,PE,2022-12-08 15:45:35
558,Thinadhoo,0.5333,72.9333,82.2,73,100,18.48,MV,2022-12-08 15:45:36
559,Faya,18.3851,42.4509,62.71,75,24,4.85,SA,2022-12-08 15:45:36
560,Pontianak,-0.0333,109.3333,74.03,97,100,2.26,ID,2022-12-08 15:45:37
561,Dhidhdhoo,6.8833,73.1,82.47,72,97,10.27,MV,2022-12-08 15:45:37
562,Gunjur,13.2019,-16.7339,83.1,58,0,15.3,GM,2022-12-08 15:45:37
